category_name,property_type,building_size,land_size,preferred_size,listing_agency,price,location_number,address,address_1,city,state,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,198.0,198.0,Sale By Home Owner - Australia,399000.0,123447334,"30/28 Woods St, Darwin City, NT 0800",30/28 Woods St,Darwin City,NT,800,1300 609 392,standard,1.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,,,,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,430000.0,122340386,"28/101 Mitchell Street, Darwin City, NT 0800",28/101 Mitchell Street,Darwin City,NT,800,08 8945 9372,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,12.0,,12.0,Real Value Properties NT - Northern Territory,99950.0,122153494,"50 Mitchell Street, Darwin City, NT 0800",50 Mitchell Street,Darwin City,NT,800,08 8983 1888,standard,0.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,259.0,,259.0,Property Now - MOOLOOLABA,900000.0,121787298,"153/8A Gardiner Street, Darwin City, NT 0800",153/8A Gardiner Street,Darwin City,NT,800,1300 815 051 ,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,248.0,,248.0,Knight Frank (NT) - Darwin,895000.0,119162699,"311/130 The Esplanade, Darwin City, NT 0800",311/130 The Esplanade,Darwin City,NT,800,08 8982 2500,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,168.0,,168.0,David Booth Real Estate Pty Ltd - Darwin,990000.0,117806963,"163/8 Gardiner Street, Darwin City, NT 0800",163/8 Gardiner Street,Darwin City,NT,800,0418 892 861,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,114.0,,114.0,Elders Real Estate - Darwin,610000.0,116976859,"236/19B Kitchener Drive, Darwin City, NT 0800",236/19B Kitchener Drive,Darwin City,NT,800,08 8946 0500,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Unit,235.0,,235.0,Knight Frank (NT) - Darwin,1199000.0,116747063,"316/130 Esplanade, Darwin City, NT 0800",316/130 Esplanade,Darwin City,NT,800,08 8982 2500,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN CITY, NT 0800",Apartment,213.68,213.0,213.68,David Booth Real Estate Pty Ltd - Darwin,1100000.0,110067237,"231/8 Gardiner Street, Darwin City, NT 0800",231/8 Gardiner Street,Darwin City,NT,800,0418 892 861,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,940.0,940.0,All About Real Estate NT - DARWIN CITY,665000.0,139470355,"16 Cadell Street, Leanyer, NT 0812",16 Cadell Street,Leanyer,NT,812,0438 404 848,premiere,4.0,2.0,5.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,,,Real Estate Central - DARWIN CITY,490000.0,203334643,"59 Ruddick Circuit, Stuart Park, NT 0820",59 Ruddick Circuit,Stuart Park,NT,820,08 8943 3000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,,139469859,"75 Damabila Drive, Lyons, NT 0810",75 Damabila Drive,Lyons,NT,810,08 8943 3000,premiere,5.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,878.0,878.0,Elders Real Estate - Palmerston,575000.0,139469627,"14 Woodlake Boulevard, Durack, NT 0830",14 Woodlake Boulevard,Durack,NT,830,08 8931 5000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,700.0,139469167,"57 Narrows Road, The Narrows, NT 0820",57 Narrows Road,The Narrows,NT,820,08 8943 3000,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Professionals - DARWIN CITY,435000.0,139468611,"44 Woods Street, Darwin City, NT 0800",44 Woods Street,Darwin City,NT,800,08 8941 8289,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,550000.0,139466727,"385 Pioneer Drive, Herbert, NT 0836",385 Pioneer Drive,Herbert,NT,836,08 8943 3000,premiere,3.0,2.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,1010.0,1010.0,First National Real Estate O'Donoghues - Darwin,,139465599,"15 Frangipanni Street, Nightcliff, NT 0810",15 Frangipanni Street,Nightcliff,NT,810,08 8942 8942,premiere,4.0,4.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Block Of Units,,,,Habitat Real Estate - THE GARDENS,1200000.0,139464955,"1-4/17 Oliver Street, Rapid Creek, NT 0810",1-4/17 Oliver Street,Rapid Creek,NT,810,08 8981 0080,premiere,8.0,4.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,830.0,830.0,Freedom Property - Australia,,139464487,"28 James Circuit, Woodroffe, NT 0830",28 James Circuit,Woodroffe,NT,830,07 3999 8324,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,823.0,823.0,For Sale By Owner                                                                                   ,475000.0,139464255,"76 Driver Avenue, Driver, NT 0830",76 Driver Avenue,Driver,NT,830,1300 114 970,standard,3.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,171.0,,171.0,Nick Mousellis Real Estate - Eview Group Member,320000.0,139463755,"14/14 Dashwood Place, Darwin City, NT 0800",14/14 Dashwood Place,Darwin City,NT,800,0411724000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,HERON PROPERTY - DARWIN,365000.0,139463159,"1/7 Charles Street, Stuart Park, NT 0820",1/7 Charles Street,Stuart Park,NT,820,08 8992 9980,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Habitat Real Estate - THE GARDENS,310000.0,139462495,"13/86  Woods Street, Darwin City, NT 0800",13/86  Woods Street,Darwin City,NT,800,08 8981 0080,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,400.0,2.02,2.02,Real Value Properties NT - Northern Territory,700000.0,139462383,"265 Redcliffe Road, Humpty Doo, NT 0836",265 Redcliffe Road,Humpty Doo,NT,836,08 8983 1888,premiere,5.0,2.0,10.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,173.11,302.0,302.0,Wealthmax Real Estate - MILLNER,565000.0,139462063,"38 Ashburner Street, Durack, NT 0830",38 Ashburner Street,Durack,NT,830,0889481153,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,383.0,383.0,Knight Frank (NT) - Darwin,419000.0,139461923,"4/3 Fairway Drive, Driver, NT 0830",4/3 Fairway Drive,Driver,NT,830,08 8982 2500,premiere,3.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,,,Real Estate Central - DARWIN CITY,370000.0,203333475,"99 Ross Smith  Avenue, Fannie Bay, NT 0820",99 Ross Smith  Avenue,Fannie Bay,NT,820,08 8943 3000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139459495,"9 Spargo Street, Muirhead, NT 0810",9 Spargo Street,Muirhead,NT,810,08 8943 3000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,287.0,826.0,826.0,Real Estate Central Projects - Darwin,,139456399,"234 Forrest Parade, Bellamack, NT 0832",234 Forrest Parade,Bellamack,NT,832,08 8943 3000,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,98.0,,98.0,Eview Group - Corporate,330000.0,139455515,"36/7 Gsell Street, Wanguri, NT 0810",36/7 Gsell Street,Wanguri,NT,810,03 8781 3888,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,815.0,815.0,Call2View Real Estate - Palmerston,560000.0,139455283,"4 Greenshank Crescent, Bakewell, NT 0832",4 Greenshank Crescent,Bakewell,NT,832,08 8932 8858,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139455127,"32 Damabila Drive, Lyons, NT 0810",32 Damabila Drive,Lyons,NT,810,08 8943 3000,premiere,4.0,3.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,801.0,801.0,Absolute Real Estate NT - Darwin,460000.0,139454871,"4 Bloodwood Circuit, Karama, NT 0812",4 Bloodwood Circuit,Karama,NT,812,08 8930 6600,premiere,2.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,258.0,258.0,Elders Real Estate - Palmerston,290000.0,139454387,"1/75 Hutchison Terrace, Bakewell, NT 0832",1/75 Hutchison Terrace,Bakewell,NT,832,08 8931 5000,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.45,2.45,Call2View Real Estate - Palmerston,420000.0,139453903,"26 May Court, Humpty Doo, NT 0836",26 May Court,Humpty Doo,NT,836,08 8932 8858,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,458.0,458.0,Real Estate Central - DARWIN CITY,,139453115,"3/29 Easther Crescent, Coconut Grove, NT 0810",3/29 Easther Crescent,Coconut Grove,NT,810,08 8943 3000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,797.0,797.0,Elders Real Estate - Darwin,570000.0,139452127,"8 Seabright Crescent, Jingili, NT 0810",8 Seabright Crescent,Jingili,NT,810,08 8946 0500,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Ray White - NIGHTCLIFF,259000.0,139451679,"1309/43B Knuckey Street, Darwin City, NT 0800",1309/43B Knuckey Street,Darwin City,NT,800,08 8982 2403,premiere,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,450.0,450.0,Kalo Real Estate - Darwin,569000.0,139376355,"9 Terry Drive, Gunn, NT 0832",9 Terry Drive,Gunn,NT,832,0889453340,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,201.0,,201.0,Carol Need Real Estate - Fannie Bay,439000.0,139433803,"3/10 McLachlan Street, Darwin City, NT 0800",3/10 McLachlan Street,Darwin City,NT,800,0418885966,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Renee's Realty NT - DURACK,,139450615,"1/6 Colley Court, Moulden, NT 0830",1/6 Colley Court,Moulden,NT,830,0417 718 149,premiere,3.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,241.0,508.0,508.0,Core Realty NT - RAPID CREEK,739000.0,139450159,"7 Thomson Street, Durack, NT 0830",7 Thomson Street,Durack,NT,830,0450 473 710,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,399000.0,139450007,"16 Betelgeuse Court, Woodroffe, NT 0830",16 Betelgeuse Court,Woodroffe,NT,830,08 8943 3000,premiere,4.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139449947,"1 Merry Place, Rapid Creek, NT 0810",1 Merry Place,Rapid Creek,NT,810,08 8943 3000,premiere,3.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,880.0,880.0,Call2View Real Estate - Palmerston,599000.0,139449919,"5 Bramble Court, Leanyer, NT 0812",5 Bramble Court,Leanyer,NT,812,08 8932 8858,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,821.0,821.0,Elders Real Estate - Darwin,,139449567,"56 Castlereagh Drive, Leanyer, NT 0812",56 Castlereagh Drive,Leanyer,NT,812,08 8946 0500,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central - DARWIN CITY,660000.0,139449483,"3/14 Salonika Street, Parap, NT 0820",3/14 Salonika Street,Parap,NT,820,08 8943 3000,premiere,3.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,135.0,,135.0,Nicole Wheeler@realty - LARRAKEYAH,430000.0,139446743,"3/24 Sergison Circuit, Rapid Creek, NT 0810",3/24 Sergison Circuit,Rapid Creek,NT,810,0417508800,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,307.0,911.0,911.0,Ray White - Darwin,,139445751,"4 Martin Crescent, Coconut Grove, NT 0810",4 Martin Crescent,Coconut Grove,NT,810,0408 108 698,premiere,4.0,3.0,5.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,130.0,217.0,217.0,Ray White - Darwin,,139445503,"304/29 Duke Street, Stuart Park, NT 0820",304/29 Duke Street,Stuart Park,NT,820,0408 108 698,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,103.0,103.0,Ray White Bayside - FANNIE BAY,250000.0,139444759,"44/25 Fairweather Crescent, Coolalinga, NT 0839",44/25 Fairweather Crescent,Coolalinga,NT,839,08 8986 7131,premiere,1.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139444671,"27 Allwright Street, Wanguri, NT 0810",27 Allwright Street,Wanguri,NT,810,08 8943 3000,premiere,5.0,2.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,230.0,800.0,800.0,For Sale By Owner                                                                                   ,800000.0,139442919,"33 Karama Crescent, Karama, NT 0812",33 Karama Crescent,Karama,NT,812,1300 114 970,standard,5.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,996.0,996.0,Core Realty NT - RAPID CREEK,880000.0,139442843,"9 Sunningdale Court, Marrara, NT 0812",9 Sunningdale Court,Marrara,NT,812,0450 473 710,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,343.0,343.0,Elders Real Estate - Darwin,,139442423,"8 Spillett Street, Durack, NT 0830",8 Spillett Street,Durack,NT,830,08 8946 0500,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,268.0,490.0,490.0,Elders Real Estate - Palmerston,540000.0,139439127,"19 Peckham Court, Gunn, NT 0832",19 Peckham Court,Gunn,NT,832,08 8931 5000,premiere,3.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,218.0,,218.0,iProperty NT - Darwin,825000.0,139434039,"1832/27 Woods  Street, Darwin City, NT 0800",1832/27 Woods  Street,Darwin City,NT,800,0404 877 261,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,399000.0,139433323,"23 Masson Court, Bakewell, NT 0832",23 Masson Court,Bakewell,NT,832,08 8943 3000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Nicole Wheeler@realty - LARRAKEYAH,820000.0,139433055,"10/99 Gardens Road, Darwin City, NT 0800",10/99 Gardens Road,Darwin City,NT,800,0417508800,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,240.0,873.0,873.0,Call2View Real Estate - Palmerston,549000.0,139432899,"29 Applegum Drive, Karama, NT 0812",29 Applegum Drive,Karama,NT,812,08 8932 8858,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139432479,"19 Coleman Street, Muirhead, NT 0810",19 Coleman Street,Muirhead,NT,810,08 8943 3000,premiere,5.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,180.0,819.0,819.0,Real Value Properties NT - Northern Territory,370000.0,139430295,"14 Port Mar Street, Moulden, NT 0830",14 Port Mar Street,Moulden,NT,830,08 8983 1888,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,187.0,883.0,883.0,Nick Mousellis Real Estate - Eview Group Member,50000063022622.0,139429791,"11 Exmouth Court, Leanyer, NT 0812",11 Exmouth Court,Leanyer,NT,812,0411724000,premiere,4.0,2.0,5.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,256.0,256.0,Renee's Realty NT - DURACK,325000.0,139429603,"1/9 Pollux Court, Woodroffe, NT 0830",1/9 Pollux Court,Woodroffe,NT,830,0417 718 149,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,@realty - National Head Office Australia,450000.0,139428983,"7/13 Somerville Gardens, Parap, NT 0820",7/13 Somerville Gardens,Parap,NT,820,1300 299 377,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,135.0,1.0,135.0,@realty - National Head Office Australia,430000.0,139428911,"7/24 Sergison Circuit, Rapid Creek, NT 0810",7/24 Sergison Circuit,Rapid Creek,NT,810,1300 299 377,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,153.0,,153.0,Raine & Horne - Darwin,450000.0,139428271,"12/4 Bishop Street, Woolner, NT 0820",12/4 Bishop Street,Woolner,NT,820,08 8941 8941,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Ray White City (NT) -    ,470000.0,139427595,"1/11 Brewery Place, Woolner, NT 0820",1/11 Brewery Place,Woolner,NT,820,08 8943 3500,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,450.0,450.0,Urbex - ZUCCOLI,612300.0,600000995,"Lot 563 Moorlands 180 | Laniyuk Court, Zuccoli, NT 0832",Lot 563 Moorlands 180 | Laniyuk Court,Zuccoli,NT,832,1300 662 746,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,450.0,450.0,Urbex - ZUCCOLI,592000.0,600000995,"Lot 563 Beryl | Laniyuk Court, Zuccoli, NT 0832",Lot 563 Beryl | Laniyuk Court,Zuccoli,NT,832,1300 662 746,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,450.0,450.0,Urbex - ZUCCOLI,614000.0,600000995,"Lot 563 The Garnet | Laniyuk Court, Zuccoli, NT 0832",Lot 563 The Garnet | Laniyuk Court,Zuccoli,NT,832,1300 662 746,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450.0,450.0,Urbex - ZUCCOLI,218000.0,600000995,"Lot 563 Laniyuk Court, Zuccoli, NT 0832",Lot 563 Laniyuk Court,Zuccoli,NT,832,1300 662 746,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,525.0,525.0,Urbex - ZUCCOLI,255000.0,600000995,"Lot 556 Scobie Court, Zuccoli, NT 0832",Lot 556 Scobie Court,Zuccoli,NT,832,1300 662 746,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,425000.0,139425115,"24 Parmentier Place, Moulden, NT 0830",24 Parmentier Place,Moulden,NT,830,08 8943 3000,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Cate Killiner Real Estate - Woolner,325000.0,139424179,"5/77 Aralia Street, Rapid Creek, NT 0810",5/77 Aralia Street,Rapid Creek,NT,810,08 8942 2283,standard,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,317.0,676.0,676.0,Call2View Real Estate - Palmerston,779000.0,139423359,"46 Deane Crescent, Rosebery, NT 0832",46 Deane Crescent,Rosebery,NT,832,08 8932 8858,premiere,5.0,3.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,450000.0,139421739,"345/12 Salonika Street, Parap, NT 0820",345/12 Salonika Street,Parap,NT,820,08 8943 3000,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,For Sale By Owner                                                                                   ,425000.0,139420119,"6/7 Manila Place, Woolner, NT 0820",6/7 Manila Place,Woolner,NT,820,1300 114 970,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,105.0,105.0,Property Shop - Darwin,369000.0,139419411,"10/94 Woods Street, Darwin City, NT 0800",10/94 Woods Street,Darwin City,NT,800,08 8981 5000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,963.0,963.0,Ray White City (NT) -    ,850000.0,139418419,"81 Rapid Creek Road, Rapid Creek, NT 0810",81 Rapid Creek Road,Rapid Creek,NT,810,08 8943 3500,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,817.0,817.0,Core Realty NT - RAPID CREEK,539000.0,139417975,"64 Union Terrace, Anula, NT 0812",64 Union Terrace,Anula,NT,812,0450 473 710,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,North Property NT - STUART PARK,395000.0,139417559,"442/12 Salonika Avenue, Parap, NT 0820",442/12 Salonika Avenue,Parap,NT,820,08 898 11088 ,premiere,1.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate NT by George Pikos - FANNIE BAY,340000.0,139415863,"6/25 Yirra Cres, Rosebery, NT 0832",6/25 Yirra Cres,Rosebery,NT,832,08 8941 9959,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139414379,"11 Notley Place, Parap, NT 0820",11 Notley Place,Parap,NT,820,08 8943 3000,premiere,5.0,3.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,345.0,345.0,Ray White - NIGHTCLIFF,475000.0,139413087,"3/35 Eden Street, Stuart Park, NT 0820",3/35 Eden Street,Stuart Park,NT,820,08 8982 2403,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,330.0,2.02,2.02,Piening Property Sales - COOLALINGA,1050000.0,139412583,"458 Lowther Road, Virginia, NT 0834",458 Lowther Road,Virginia,NT,834,0429826650,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,829.0,829.0,All Real Estate NT,570000.0,139412287,"3 Menzies Court, Gray, NT 0830",3 Menzies Court,Gray,NT,830,0419 592 414,midtier,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,419.0,419.0,Call2View Real Estate - Palmerston,419000.0,139412239,"1/23 Raintree Drive, Rosebery, NT 0832",1/23 Raintree Drive,Rosebery,NT,832,08 8932 8858,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,64.0,84.0,64.0,@realty - National Head Office Australia,285000.0,139411639,"7/8 Banyan Street, Fannie Bay, NT 0820",7/8 Banyan Street,Fannie Bay,NT,820,1300 299 377,midtier,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central Projects - Darwin,439000.0,139407883,"103/39 Cavenagh Street, Darwin City, NT 0800",103/39 Cavenagh Street,Darwin City,NT,800,08 8943 3000,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,800.0,800.0,No Agent Property - BRIGHTON EAST,470000.0,139407867,"36 Woodroffe ave, Woodroffe, NT 0830",36 Woodroffe ave,Woodroffe,NT,830,1300 850 855,standard,3.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,,,Real Estate Central Projects - Darwin,,139407859,"90 Virginia Road, Virginia, NT 0834",90 Virginia Road,Virginia,NT,834,08 8943 3000,premiere,2.0,2.0,10.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,124.0,124.0,LJ Hooker Darwin -   ,365000.0,139406391,"13/5 Manila Place, Woolner, NT 0820",13/5 Manila Place,Woolner,NT,820,08 8924 0900,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,65.0,65.0,65.0,Real Estate Central - DARWIN CITY,299000.0,139403051,"17/77 Aralia Street, Rapid Creek, NT 0810",17/77 Aralia Street,Rapid Creek,NT,810,08 8943 3000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,853.0,853.0,LJ Hooker Darwin -   ,499000.0,139402963,"18 Redshank Court, Bakewell, NT 0832",18 Redshank Court,Bakewell,NT,832,08 8924 0900,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,208.0,208.0,Absolute Real Estate NT - Darwin,420000.0,139400443,"2/73C Ruddick Circuit, Stuart Park, NT 0820",2/73C Ruddick Circuit,Stuart Park,NT,820,08 8930 6600,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,270000.0,139400367,"2/252 Trower Road, Wagaman, NT 0810",2/252 Trower Road,Wagaman,NT,810,08 8943 3000,premiere,2.0,1.0,0.0,2022-05-27 15:54:05
